cajas;marcas;CLIENTES;VTAS;GRUPO
35;175;763;805;2
14;154;756;973;2
28;168;1008;1134;2
28;273;1890;2758;1
56;343;2604;6748;1
14;119;399;714;3
28;133;574;721;2
21;140;616;714;2
14;98;266;210;3
14;168;812;1673;2
14;196;847;1673;2
42;154;392;553;2
14;161;623;875;3
14;56;161;252;3
7;56;238;315;3
7;21;70;168;3
7;140;756;1134;3
35;203;1456;2009;2
7;161;798;1001;3
21;322;1547;1988;1
14;238;1099;1533;1
14;210;1169;1442;1
21;147;756;1295;2
21;126;1050;1442;2
14;259;1211;1232;1
14;175;735;868;2
14;217;1680;2639;2
14;336;1953;2695;1
49;308;1953;2534;1
35;301;1974;3521;1
14;294;1470;2422;1
7;196;882;1617;3
28;105;364;504;2
35;294;2100;2996;1
7;140;441;532;3
28;161;644;861;2
7;28;98;196;3
28;252;1568;2303;1
7;133;448;567;3
7;49;189;350;3
14;98;483;1218;3
14;28;147;168;3
28;280;1995;2128;1
28;105;469;532;2
42;168;917;1022;2
21;189;735;812;2
7;112;539;1456;3
14;49;161;189;3
28;147;581;588;2
28;91;217;371;2
7;70;266;343;3
28;280;1890;3703;1
14;133;588;805;3
28;84;280;343;2
14;98;378;574;3
21;154;469;1127;2
7;168;756;1295;3
14;63;224;140;3
35;224;1505;2975;1
21;133;448;553;2
21;91;343;329;2
7;126;497;735;3
21;119;343;483;2
14;105;392;616;3
35;210;1575;3409;2
21;217;1141;1148;1
42;224;931;1211;2
21;203;987;1050;2
21;280;1715;2478;1
7;21;42;70;3
7;28;63;49;3
7;119;483;441;3
7;266;1736;2401;1
14;35;119;112;3
14;77;203;336;3
35;161;588;476;2
14;147;560;595;3
21;154;833;1141;2
14;154;525;518;3
49;217;1547;2359;1
7;112;483;665;3
14;63;168;140;3
28;168;931;1141;2
14;147;602;637;3
21;70;245;420;2
42;154;679;924;2
14;189;1008;1295;2
28;147;581;1631;2
21;154;651;1197;2
14;42;175;315;3
42;175;1253;2072;1
21;112;378;602;2
21;280;1715;2114;1
28;91;420;525;2
28;147;532;784;2
28;35;147;189;2
21;189;1288;1799;1
14;175;917;1106;2
28;105;357;490;2
14;196;777;1218;2
14;280;1603;2870;1
14;56;210;287;3
7;49;112;84;3
21;119;315;504;2
21;147;392;497;2
7;63;210;378;3
14;182;994;1148;2
21;126;602;1050;2
21;189;812;959;2
7;105;301;350;3
14;98;490;658;3
14;98;441;1197;3
0;35;98;224;3
28;175;763;847;2
21;238;1022;1050;2
28;91;336;1015;2
21;245;1687;3395;1
14;126;483;434;3
7;133;756;1526;3
21;203;1029;1071;2
21;161;672;693;2
14;133;756;686;2
21;140;644;770;2
21;266;1505;2212;1
56;245;1715;4263;1
14;77;217;266;3
7;70;329;749;3
21;56;175;133;2
14;133;364;413;3
7;70;182;301;3
21;98;364;581;2
28;196;1057;1099;1
14;161;511;511;3
14;84;406;1309;3
35;161;707;651;2
7;84;371;532;3
14;105;322;399;3
0;7;28;126;3
28;140;686;805;2
7;14;56;70;3
7;189;1008;1645;3
14;140;539;686;3
21;287;1603;2471;1
14;217;1057;1449;1
21;126;427;525;2
21;203;854;1470;2
14;119;630;1225;3
28;98;637;1036;2
28;203;791;2198;1
14;42;203;672;3
7;217;819;966;3
14;287;1442;2793;1
28;322;2170;5264;1
7;147;623;861;3
14;98;315;1274;3
21;126;553;742;2
28;154;889;1197;2
21;161;651;707;2
7;105;371;392;3
21;105;315;329;2
7;35;98;91;3
21;147;791;861;2
7;133;553;924;3
21;154;938;1456;2
7;147;595;623;3
21;140;665;798;2
28;280;1869;5019;1
14;133;392;490;3
21;161;1169;1932;2
21;112;455;399;2
49;231;924;784;2
21;147;721;1036;2
21;91;315;364;2
14;63;126;154;3
28;175;784;938;2
21;336;3430;5348;1
7;231;1610;2611;2
14;63;203;245;3
14;49;196;364;3
21;70;252;385;2
7;28;84;161;3
14;133;448;385;3
14;70;301;511;3
21;42;161;112;2
14;42;175;203;3
14;98;399;770;3
28;273;1652;3675;1
14;273;1421;3164;1
28;224;1113;1645;1
14;231;1267;2121;1
14;182;742;1295;2
21;203;917;1946;2
35;322;2198;4641;1
28;280;1498;2079;1
21;203;1050;1582;2
14;126;532;784;3
14;42;119;210;3
28;98;385;1617;2
14;161;581;1092;3
28;231;2142;4613;1
28;252;1085;1372;1
35;182;1022;1302;2
14;385;2051;2849;1
49;119;553;714;2
14;84;280;378;3
21;147;770;770;2
7;56;168;140;3
14;84;301;378;3
7;84;252;252;3
7;84;322;602;3
7;119;392;518;3
7;56;126;112;3
28;238;1225;1414;1
35;119;595;735;2
14;63;231;742;3
21;112;329;364;2
14;84;259;322;3
7;105;308;462;3
14;231;1365;2051;1
7;63;175;203;3
21;119;504;518;2
7;175;742;1288;3
28;112;490;847;2
21;189;749;973;2
7;280;1561;2716;1
14;154;651;1309;3
28;175;770;770;2
7;84;294;322;3
14;91;315;497;3
28;77;399;700;2
7;14;49;77;3
7;105;539;1316;3
21;105;448;434;2
21;168;805;980;2
7;126;476;1085;3
14;98;455;427;3
14;140;609;574;3
21;105;539;903;2
14;126;609;721;3
21;140;406;476;2
35;238;1057;2261;1
14;105;770;1274;2
7;196;1274;2205;1
21;203;1022;1554;2
14;70;280;763;3
14;91;336;574;3
21;42;133;119;2
21;91;329;504;2
168;147;525;784;1
14;105;441;553;3
21;49;231;245;2
21;84;385;805;2
7;56;203;350;3
7;168;700;1323;3
21;259;1435;2842;1
14;42;98;133;3
21;70;294;448;2
28;210;1274;2842;1
7;70;231;308;3
14;28;84;154;3
21;98;420;420;2
14;189;868;1526;2
7;42;105;63;3
14;42;133;182;3
28;133;406;301;2
14;154;616;616;3
42;168;903;1253;2
14;126;434;511;3
28;189;868;875;2
14;35;119;231;3
14;70;287;595;3
21;189;966;1330;2
28;224;1127;1603;1
35;161;637;595;2
7;231;1036;1477;3
14;266;1806;2870;1
14;126;707;945;2
14;168;1099;1645;1
7;105;301;672;3
14;70;217;504;3
21;175;714;658;2
14;77;217;168;3
35;259;1673;3437;1
14;238;1043;2338;2
21;238;1085;2401;1
28;238;1316;2072;1
28;315;2450;4984;1
21;189;1071;1533;1
21;182;1064;1470;1
21;315;1582;2821;1
21;287;1533;1841;1
7;42;161;196;3
7;21;63;98;3
14;126;420;588;3
7;119;406;1029;3
21;329;1834;2296;1
21;105;308;490;2
14;238;1169;1582;1
21;189;1505;3094;1
21;280;1155;1365;1
7;168;644;924;3
21;119;497;518;2
14;147;840;1141;2
7;119;497;1001;3
28;147;644;980;2
7;77;224;217;3
7;112;469;658;3
21;273;1204;2002;1
21;231;1029;1379;2
7;70;217;686;3
35;119;322;882;2
21;280;1904;2786;1
35;168;721;777;2
14;175;1015;2506;2
21;175;840;1218;2
21;266;1400;1617;1
35;203;1246;1820;2
14;49;175;315;3
28;168;910;903;2
21;84;518;805;2
7;98;483;784;3
35;84;378;357;2
7;308;1771;2716;2
7;63;322;777;3
14;427;2093;2387;1
42;168;651;833;2
42;112;364;791;2
14;126;686;1050;3
14;140;609;840;3
7;77;217;280;3
21;77;210;448;2
14;77;210;343;3
21;126;448;686;2
21;161;994;1673;2
7;105;609;1428;3
21;161;1218;2121;1
28;343;2625;4977;1
21;266;1841;3024;1
21;126;770;1421;2
28;133;539;994;2
14;126;406;427;3
21;84;259;399;2
21;287;1743;2310;1
7;140;539;1113;3
7;105;462;819;3
14;168;693;847;3
21;42;161;378;2
7;105;483;756;3
14;119;567;546;3
42;175;721;910;2
7;161;497;616;3
14;49;266;357;3
21;210;1169;1946;1
14;77;448;847;3
14;105;567;728;3
21;84;301;420;2
14;175;903;1344;2
7;98;350;301;3
21;224;1204;1757;1
7;49;217;483;3
14;77;406;651;3
7;105;231;357;3
14;91;294;532;3
21;56;175;266;2
7;56;448;770;3
7;91;301;294;3
14;70;259;168;3
28;63;210;266;2
7;133;588;798;3
14;119;448;392;3
21;133;651;1113;2
28;147;602;735;2
14;119;385;560;3
14;203;1120;1190;1
14;231;931;833;2
7;35;98;245;3
14;294;2569;4123;1
7;63;294;469;3
7;91;252;294;3
14;119;469;427;3
14;112;595;959;3
28;189;854;1029;2
7;21;98;154;3
14;91;266;308;3
14;70;294;441;3
21;91;357;336;2
35;133;378;784;2
28;140;483;448;2
14;280;1428;2149;1
21;161;973;1477;2
21;28;70;294;2
21;14;42;161;2
63;259;2177;3976;1
28;322;2030;3031;1
14;119;378;924;3
21;168;595;791;2
7;56;210;441;3
21;119;777;1225;2
21;84;434;511;2
28;98;392;553;2
14;322;2492;4424;1
14;70;287;434;3
7;371;2212;3339;1
7;98;413;707;3
21;161;819;903;2
7;49;133;217;3
21;182;1183;1862;1
7;147;854;1757;2
7;49;189;301;3
14;154;847;826;2
14;28;105;196;3
7;105;266;714;3
14;140;777;959;2
14;49;273;1953;2
28;210;1750;3661;1
28;70;210;161;2
21;245;1407;1806;1
21;378;3213;6132;1
21;119;434;609;2
14;140;609;574;3
21;189;903;1449;2
28;63;329;455;2
14;140;665;2002;2
7;98;511;1533;3
7;70;252;343;3
21;133;553;539;2
21;119;434;574;2
14;161;952;2226;2
14;112;504;1176;3
14;105;483;931;3
21;280;1393;2506;1
14;112;371;413;3
14;70;273;588;3
35;112;399;595;2
7;70;287;924;3
14;210;812;924;2
21;112;490;560;2
28;147;553;497;2
7;105;455;574;3
21;133;630;693;2
28;168;700;1372;2
7;70;245;749;3
21;133;658;826;2
14;56;175;259;3
14;77;364;511;3
28;231;1099;1862;1
21;168;672;742;2
21;70;364;518;2
21;77;231;364;2
7;112;371;728;3
14;140;497;623;3
21;203;1001;1190;2
21;175;1022;1302;2
14;189;763;896;2
28;91;301;329;2
14;49;133;140;3
14;133;343;420;3
42;308;2156;3143;1
14;245;1379;1785;1
21;196;1477;2219;2
14;63;245;350;3
28;91;413;581;2
21;196;1379;1953;1
28;147;658;714;2
28;133;462;525;2
14;105;441;847;3
21;196;910;1190;2
35;217;1407;4424;1
0;21;112;378;3
28;91;350;686;2
14;154;861;1022;2
14;98;476;462;3
14;189;847;1337;2
14;49;196;413;3
7;182;910;1176;3
7;77;259;392;3
35;175;630;700;2
14;91;245;273;3
14;70;245;378;3
7;63;182;462;3
7;56;203;217;3
21;126;476;560;2
42;175;665;812;2
28;126;567;1925;2
7;70;308;1064;3
7;7;28;70;3
14;49;161;161;3
21;182;616;637;2
28;210;1015;1526;2
49;133;553;833;2
14;56;196;406;3
14;49;140;189;3
28;217;1344;1498;1
21;252;1358;2408;1
14;63;196;371;3
21;147;658;714;2
35;231;1617;2520;1
7;238;1491;2317;2
14;140;770;1190;2
35;77;476;812;2
56;210;1372;2100;1
35;322;1953;5558;1
14;217;1050;1869;2
7;133;448;602;3
14;35;112;259;3
35;133;658;630;2
14;196;1309;2065;2
7;56;161;336;3
21;84;280;399;2
63;252;2191;5145;1
14;217;812;1862;2
7;259;1526;1925;1
7;154;483;490;3
14;189;1029;2422;2
7;42;203;399;3
28;294;1862;2786;1
35;182;1295;2205;2
21;259;1582;2233;1
28;63;252;455;2
7;189;686;770;3
7;42;168;399;3
14;203;966;1106;2
7;56;329;476;3
14;154;791;1029;2
7;49;126;112;3
21;91;427;567;2
21;231;1617;3136;1
7;84;238;231;3
28;210;1176;1925;1
7;70;189;294;3
7;133;532;574;3
7;105;357;329;3
7;98;322;630;3
7;63;203;280;3
14;91;364;371;3
14;84;287;238;3
7;119;329;420;3
14;70;287;287;3
35;287;1764;2121;2
42;168;1239;2184;1
7;133;609;1414;3
14;56;217;385;3
14;259;1939;3444;1
14;175;931;1239;2
7;42;126;119;3
7;119;595;777;3
14;175;791;1687;2
21;154;861;1351;2
14;84;322;1148;3
7;84;217;322;3
21;133;756;1470;2
14;77;294;427;3
21;98;700;861;2
21;70;182;217;2
28;140;595;560;2
28;161;784;1155;2
7;91;469;1421;3
28;182;973;987;2
7;56;154;238;3
49;343;2366;4963;1
35;182;679;777;2
21;196;826;1204;2
35;189;1071;1176;1
21;280;1981;2646;1
21;112;378;406;2
35;238;973;1792;1
14;105;378;1617;2
14;84;238;357;3
21;133;546;441;2
14;252;1036;1995;2
14;175;1057;1603;1
14;98;357;525;3
35;63;189;406;2
14;84;364;434;3
21;231;966;3122;2
28;189;1372;1785;1
42;168;875;1253;2
14;224;1491;2142;1
28;133;833;931;2
7;112;350;413;3
35;294;2051;3549;1
35;266;1729;3710;1
35;203;1113;1771;2
21;91;336;413;2
14;147;399;364;3
21;77;294;371;2
7;147;714;1078;3
21;133;546;518;2
28;259;1680;2891;1
28;105;455;973;2
35;154;630;609;2
42;266;1960;2996;1
14;210;665;714;3
56;231;1253;2464;1
14;70;329;490;3
14;161;567;651;3
21;196;980;2212;2
7;63;175;245;3
14;119;742;1057;2
21;126;560;665;2
35;245;1085;1393;1
14;364;2912;4256;1
7;147;553;994;3
7;210;1113;1288;3
21;217;1218;1932;1
42;490;3913;7609;1
28;287;1799;3304;1
7;133;868;1330;3
42;392;2569;4480;1
7;84;301;329;3
28;112;455;714;2
21;329;1680;2415;1
7;168;1078;1778;2
28;147;742;1134;2
21;91;315;427;2
7;63;287;434;3
21;238;1477;2009;1
21;147;623;560;2
7;70;273;196;3
21;70;175;301;2
21;112;770;1141;2
35;63;315;616;2
28;182;1001;1631;1
28;280;1274;1400;1
14;105;658;966;3
14;91;231;238;3
21;35;217;343;2
21;294;1883;2499;1
28;161;945;1806;1
21;98;273;413;2
14;91;385;553;3
28;35;154;203;2
42;308;2401;5369;1
28;231;1666;2884;1
14;49;217;462;3
21;77;371;574;2
14;119;581;1344;3
21;210;903;1050;2
7;161;693;847;3
7;189;693;735;3
21;119;357;840;2
49;126;476;518;2
21;77;273;819;2
14;133;595;1358;3
21;126;805;1239;2
14;98;364;560;3
35;182;1323;2352;2
28;133;714;1463;2
7;161;714;784;3
28;182;1064;1379;1
14;98;329;945;3
21;84;196;182;2
14;329;2933;5201;1
14;154;637;847;3
35;189;805;1596;2
14;252;1365;2170;1
14;84;679;1470;2
14;126;350;434;3
14;147;805;1533;2
21;154;560;630;2
7;7;42;126;3
7;14;35;21;3
28;147;644;672;2
7;49;133;224;3
14;161;700;861;3
14;35;196;413;3
21;126;518;504;2
7;105;273;245;3
28;154;728;749;2
14;182;931;1085;2
14;56;203;315;3
42;168;700;770;2
14;364;2947;4326;1
14;140;693;644;3
28;126;546;483;2
21;140;644;770;2
14;168;679;2471;2
14;63;245;280;3
14;91;294;322;3
21;378;3185;4746;1
21;238;1148;1974;1
49;147;637;630;2
14;70;301;357;3
21;203;1239;2443;1
28;133;455;665;2
21;203;1029;1337;2
21;105;266;231;2
14;105;441;490;3
7;231;1057;2436;2
21;147;686;1337;2
21;196;987;1358;2
14;42;161;357;3
14;175;742;1379;2
35;385;2926;4074;1
14;175;658;1141;3
28;126;343;588;2
7;56;406;1680;3
14;77;245;182;3
7;49;196;315;3
0;28;70;399;3
28;175;826;980;2
21;133;525;896;2
7;133;658;756;3
14;217;1589;2226;1
7;182;693;707;3
14;112;777;1015;2
28;98;378;553;2
28;252;1589;3955;1
21;140;665;910;2
35;259;1659;2247;1
21;280;1442;2107;1
28;301;1736;3920;1
35;315;1764;2863;1
14;112;581;749;3
21;77;308;644;2
14;238;1050;1155;2
28;294;1876;3108;1
7;91;266;245;3
7;245;1085;1239;3
21;140;665;784;2
14;224;994;2205;2
7;154;665;1197;3
14;70;203;217;3
14;63;217;336;3
21;91;329;322;2
14;105;350;490;3
21;266;1477;2289;1
21;336;2247;3423;1
42;287;1799;2338;1
14;224;1708;2891;1
7;84;224;441;3
21;182;1043;1498;2
14;126;497;616;3
21;126;546;644;2
35;105;273;266;2
7;84;203;105;3
28;210;1281;2464;2
21;182;945;1302;2
7;161;637;1484;3
14;119;434;1099;3
14;189;1449;2079;1
28;420;3073;5271;1
14;42;105;287;3
14;301;1925;2856;1
14;126;546;882;3
21;147;721;861;2
21;287;1883;3465;1
7;42;119;161;3
14;140;742;1050;2
7;91;308;392;3
0;42;91;133;3
7;105;434;567;3
7;147;588;1127;3
21;133;448;924;2
35;133;553;847;2
7;28;112;203;3
35;161;686;798;2
7;63;210;231;3
14;126;483;532;3
21;126;427;525;2
28;140;798;1141;2
14;175;847;1526;2
35;161;707;2989;1
7;126;532;938;3
7;77;266;301;3
14;119;399;525;3
7;301;2821;4655;2
7;63;196;280;3
21;105;413;966;2
21;126;448;483;2
7;77;294;490;3
14;147;602;623;3
28;168;994;1127;2
7;98;455;497;3
7;112;399;623;3
7;350;1792;2107;1
28;231;1204;1582;1
21;98;455;721;2
14;70;217;364;3
28;119;476;406;2
14;147;525;581;3
7;63;182;350;3
21;210;1351;1449;1
14;91;308;392;3
7;119;357;469;3
21;77;280;343;2
28;70;259;329;2
14;133;413;742;3
21;49;119;301;2
14;133;854;1281;2
28;140;602;686;2
14;91;259;483;3
14;35;133;231;3
21;133;553;1393;2
14;105;371;707;3
14;168;882;1197;2
14;63;154;308;3
21;175;889;1295;2
14;63;315;329;3
14;56;112;84;3
14;126;560;1008;3
14;245;1015;1498;2
7;105;420;665;3
7;91;399;637;3
7;84;245;693;3
14;133;714;889;2
35;196;686;973;2
21;245;1148;1386;1
21;147;742;1148;2
7;77;364;581;3
7;35;119;189;3
21;147;784;1379;2
7;77;231;385;3
14;84;497;700;3
21;182;777;1169;2
14;63;196;378;3
21;357;1869;2226;1
14;196;931;1456;2
7;70;238;714;3
7;77;371;476;3
21;301;1393;1715;2
0;14;28;70;3
42;105;462;756;2
14;301;2450;3654;1
7;126;350;406;3
28;315;1792;2296;1
7;147;637;826;3
14;182;1155;1491;1
14;140;777;896;2
35;203;1106;1463;1
7;35;126;224;3
14;112;518;651;3
14;91;350;427;3
14;154;910;924;2
21;189;1036;1659;2
21;231;1428;2212;2
7;119;497;588;3
14;112;546;707;3
21;161;889;1036;2
35;266;1134;1918;1
21;203;1057;1708;1
42;210;1561;2142;1
28;231;1078;1869;1
35;350;2240;3038;1
14;266;1554;1960;1
42;301;1638;1715;1
21;105;378;399;2
7;63;161;252;3
14;154;567;581;3
14;189;777;868;2
14;126;434;357;3
14;126;336;504;3
7;42;133;189;3
7;154;427;497;3
14;119;420;336;3
42;259;1029;1995;1
7;98;413;1162;3
14;294;1589;2296;2
14;350;2492;4711;1
21;343;1631;2058;2
14;203;938;1407;2
7;119;252;469;3
7;28;70;98;3
14;91;343;588;3
21;175;1099;1617;1
21;161;735;1526;2
14;336;1883;2408;2
7;42;84;84;3
7;14;28;49;3
14;119;315;294;3
7;91;294;532;3
28;154;805;1316;2
14;98;392;392;3
28;49;189;371;2
21;70;441;1001;2
7;56;217;196;3
14;252;1113;2072;1
28;231;1596;2373;1
7;105;378;280;3
14;182;672;973;3
21;224;1169;2009;1
7;42;119;77;3
7;112;441;644;3
14;147;427;322;3
21;133;574;756;2
7;91;336;777;3
28;217;833;1176;2
21;161;588;1022;2
14;147;833;1393;2
7;133;609;805;3
14;161;511;560;3
21;147;945;1596;2
14;231;1582;2135;1
21;119;364;490;2
7;112;434;637;3
21;84;315;378;2
14;56;196;294;3
28;210;1155;2009;1
42;273;1554;2142;1
28;175;1057;2618;2
7;133;539;840;3
7;147;546;1134;3
21;154;812;784;2
28;273;1603;2261;1
14;133;406;553;3
14;140;679;1435;2
21;84;525;784;2
7;49;168;231;3
7;252;1239;1708;3
14;140;1071;3437;1
21;245;1491;2177;1
7;84;315;868;3
14;168;581;686;3
28;189;1141;1610;1
28;98;266;336;2
14;98;434;553;3
28;77;392;602;2
14;105;476;1141;3
35;133;469;490;2
14;56;224;385;3
14;105;322;378;3
28;161;770;805;2
21;203;1134;1799;1
14;133;511;581;3
14;21;105;336;3
7;28;126;301;3
28;168;910;945;2
21;56;133;224;2
21;147;483;651;2
21;98;406;364;2
21;35;119;280;2
14;98;434;497;3
28;203;889;1253;2
14;91;364;455;3
7;63;189;273;3
14;84;336;448;3
28;168;742;658;2
7;63;294;630;3
14;98;245;266;3
28;98;392;406;2
35;147;476;700;2
7;56;238;455;3
7;84;259;385;3
14;133;805;1078;2
21;182;805;1155;2
28;56;294;266;2
28;182;931;1596;1
14;84;343;385;3
21;133;490;483;2
7;98;350;567;3
28;343;3213;5733;1
35;224;798;1120;2
7;91;308;567;3
14;70;210;273;3
7;77;266;357;3
28;238;1106;1036;1
7;147;721;1519;3
7;42;140;336;3
7;98;336;518;3
7;154;553;546;3
14;112;441;560;3
7;77;308;490;3
14;140;714;840;2
14;133;784;1372;2
21;105;420;770;2
14;77;238;175;3
49;224;1771;2975;1
14;77;196;364;3
21;161;693;819;2
14;105;413;588;3
21;119;378;427;2
21;147;770;1169;2
21;63;182;301;2
14;196;1246;1757;1
14;105;294;427;3
28;161;651;588;2
28;245;1946;3136;1
14;147;609;777;3
35;133;805;966;2
7;70;224;238;3
21;259;1400;2401;1
14;119;350;420;3
14;126;511;1295;3
35;259;2163;3941;1
28;210;1008;1022;2
7;77;203;112;3
14;133;784;1498;2
14;287;1456;2702;1
28;168;1022;1064;2
14;350;1939;2562;1
28;203;819;679;2
14;175;728;777;2
7;28;63;147;3
21;105;546;3206;2
14;140;651;707;3
14;63;189;126;3
14;84;301;392;3
28;175;735;819;2
21;273;1589;2415;1
42;210;1029;1841;1
14;182;504;952;3
7;63;196;182;3
21;35;112;126;2
7;70;308;616;3
7;147;455;490;3
21;140;441;434;2
7;42;112;210;3
42;357;2121;2821;1
14;105;378;651;3
7;49;182;231;3
7;336;3577;5838;2
21;140;490;644;2
21;70;238;420;2
21;182;700;1288;2
7;126;434;609;3
21;91;420;728;2
14;105;343;350;3
28;105;483;497;2
28;273;2065;3465;1
21;196;910;1407;2
7;154;609;917;3
0;133;651;1638;3
14;371;2037;2415;2
35;308;1890;3360;1
7;28;77;56;3
14;14;35;56;3
21;84;329;329;2
14;105;399;448;3
14;77;273;364;3
21;385;3262;5215;1
7;266;1659;1939;2
21;182;1225;1799;2
21;105;511;1946;2
14;196;917;1141;2
21;70;322;490;2
14;84;315;308;3
14;385;2023;2828;1
14;42;161;175;3
7;147;728;1015;3
21;175;1050;1351;2
21;70;224;392;2
7;42;196;259;3
7;98;273;357;3
14;35;161;294;3
28;119;455;504;2
35;189;784;735;2
14;63;266;602;3
7;119;462;588;3
21;280;1232;1526;1
35;196;1001;1351;2
7;42;140;273;3
21;154;483;322;2
35;182;812;777;2
7;119;399;455;3
28;98;413;448;2
21;252;1883;2926;2
28;119;385;462;2
7;28;56;42;3
7;56;126;161;3
21;84;287;518;2
7;35;77;154;3
28;252;1036;938;2
21;217;1344;2009;2
21;56;231;287;2
21;119;364;336;2
7;119;441;371;3
7;35;119;175;3
35;266;1694;2415;1
7;196;1064;1253;3
21;70;210;238;2
14;70;161;119;3
21;112;469;1309;2
7;49;126;140;3
14;168;609;602;3
14;63;231;420;3
28;168;826;1022;2
28;294;1645;1974;1
14;147;532;546;3
7;91;266;301;3
7;70;217;266;3
14;70;413;1029;3
7;112;364;462;3
42;105;581;812;2
21;77;343;574;2
35;210;1029;1512;2
35;210;910;1624;2
28;119;406;532;2
14;154;700;1274;2
21;259;1337;1806;1
28;266;1785;2688;1
7;70;189;343;3
14;147;553;1274;3
7;140;455;854;3
7;77;322;539;3
14;119;357;539;3
35;210;1281;1540;1
14;56;224;273;3
56;175;1036;2240;1
14;91;420;490;3
28;315;2436;4508;1
21;231;1386;2499;1
21;140;420;434;2
7;210;861;917;3
7;63;210;245;3
28;245;1106;1666;1
28;245;1771;3318;1
21;287;2065;4011;1
21;112;483;875;2
14;154;707;1351;2
7;105;350;378;3
28;147;770;980;2
35;315;1960;3458;1
21;238;1239;1421;1
14;126;469;406;3
14;56;133;203;3
21;119;567;721;2
14;49;217;343;3
14;147;497;518;3
28;217;1288;2485;1
14;56;273;756;3
21;91;469;525;2
42;168;1008;2303;1
7;182;861;1106;3
42;126;518;637;2
21;70;280;378;2
14;161;742;784;2
14;35;91;56;3
21;63;224;294;2
14;84;322;364;3
21;35;161;196;2
21;77;357;406;2
14;91;406;721;3
14;70;336;630;3
14;182;861;1183;2
7;49;308;756;3
21;119;910;1666;2
14;112;728;1113;2
35;203;1463;1946;1
21;315;2023;3402;1
21;224;1232;1785;1
21;70;259;420;2
14;56;238;301;3
14;168;595;735;3
28;406;2492;3542;1
14;266;1764;2884;1
7;112;378;539;3
21;77;266;357;2
0;35;189;420;3
7;91;308;434;3
21;126;644;854;2
7;77;217;252;3
7;77;217;154;3
7;49;140;399;3
21;168;665;623;2
7;21;56;35;3
7;35;91;77;3
7;70;196;217;3
14;154;511;511;3
14;294;1687;1932;1
7;56;126;147;3
7;224;910;1645;3
14;42;182;252;3
21;140;861;2044;2
35;168;742;1071;2
21;49;210;252;2
7;42;168;420;3
7;63;196;266;3
14;112;623;938;3
14;147;546;847;3
28;224;903;1001;2
42;105;448;1239;2
35;91;378;637;2
7;168;910;2072;2
14;98;343;532;3
7;21;105;315;3
28;294;2128;3129;1
14;98;378;574;3
21;273;1652;2541;1
14;210;1183;1274;1
21;133;861;1351;2
21;280;1477;1743;1
14;210;1113;1631;1
7;70;231;343;3
35;189;777;896;2
35;133;567;630;2
14;112;434;469;3
7;56;182;126;3
7;119;476;427;3
7;133;840;1085;3
21;126;602;861;2
14;252;2107;3360;1
14;98;518;1022;3
35;413;2905;5383;1
14;42;161;175;3
35;63;217;420;2
21;175;1078;1708;1
21;161;714;882;2
21;49;189;364;2
0;7;28;126;3
14;105;483;735;3
21;294;3367;6888;1
49;140;742;2037;2
7;133;525;1498;3
7;77;175;238;3
14;133;616;987;3
28;399;2576;5236;1
7;28;49;70;3
14;308;1701;2996;1
14;196;1239;1540;1
14;63;266;462;3
21;217;1036;924;2
14;273;1477;2079;1
7;105;392;959;3
42;126;532;763;2
14;70;315;700;3
7;119;371;378;3
35;273;1757;16464;1
21;112;588;840;2
28;77;406;1064;2
7;70;245;462;3
7;245;2142;3381;2
21;308;1708;1974;1
35;161;616;658;2
14;119;525;588;3
28;203;812;2779;2
14;217;1246;2296;1
14;175;567;917;3
21;112;532;896;2
14;161;861;1456;2
14;161;931;1666;2
14;105;462;427;3
28;245;931;1610;1
7;210;924;1904;2
35;126;637;931;2
28;119;672;1379;2
21;217;1323;1638;1
14;105;581;819;3
14;315;2198;2807;1
21;287;1792;2639;1
28;231;1638;2569;1
7;35;91;280;3
21;119;364;371;2
28;329;2065;2954;1
14;175;609;770;3
7;28;105;84;3
14;280;1372;2128;2
35;133;455;483;2
14;182;1015;1596;2
28;203;1323;1827;1
7;189;952;1778;2
21;168;784;1358;2
14;175;1064;1582;1
21;112;406;441;2
14;133;581;1246;3
21;266;1085;2107;1
28;161;882;1092;2
28;182;1169;1624;2
14;168;987;1414;2
21;322;2219;3843;1
14;350;2562;3696;1
21;315;1918;3437;1
21;42;168;245;2
21;175;1057;1554;1
21;245;1792;2744;1
14;133;574;1008;3
14;231;945;1176;2
14;189;973;1204;2
21;168;672;2772;2
7;105;462;854;3
14;154;665;721;3
14;231;1225;2373;1
49;231;980;1631;1
7;84;273;301;3
21;140;819;1372;2
14;210;707;833;2
21;294;2611;4284;1
14;364;1750;2002;1
7;203;777;1239;3
7;63;308;917;3
14;182;1162;3794;2
42;315;1981;8379;1
42;238;1981;2625;1
42;126;707;1295;2
35;189;1043;2261;2
21;126;378;448;2
14;112;434;560;3
21;140;630;616;2
28;196;1022;1099;2
28;119;532;1099;2
14;105;560;924;3
21;189;1092;1925;2
14;175;1127;1708;1
28;189;1106;1862;2
14;350;3661;6069;1
21;168;889;1071;2
14;77;336;651;3
14;210;910;2604;2
21;63;385;455;2
21;168;1736;3213;2
21;126;602;1428;2
28;133;490;448;2
28;140;672;728;2
14;119;483;952;3
21;154;826;1869;2
14;91;252;336;3
21;210;1148;1295;1
35;154;847;1267;2
21;133;644;707;2
21;154;777;882;2
14;84;301;798;3
